Individuo,Objetivo 1,Objetivo 2,Objetivo 3,Usuario,Movie ID,Movie Title,Predicted Rating,Movie Profit,User-Movie Profit
28,87.54355508004846,5.76882290562036,62.95149638802982,659,1131,Safe (1995),5,10.0,10.0
28,87.54355508004846,5.76882290562036,62.95149638802982,659,1428,SubUrbia (1997),5,10.0,10.0
28,87.54355508004846,5.76882290562036,62.95149638802982,659,867,"Whole Wide World, The (1996)",4.884045981765851,10.0,9.768091963531703
28,87.54355508004846,5.76882290562036,62.95149638802982,659,1532,Foreign Student (1994),New comer,New comer,New comer
28,87.54355508004846,5.76882290562036,62.95149638802982,659,403,Batman (1989),3.366443615214899,8.746268656716417,5.888764055271435
28,87.54355508004846,5.76882290562036,62.95149638802982,659,1007,Waiting for Guffman (1996),4.520333100035711,10.0,9.040666200071422
28,87.54355508004846,5.76882290562036,62.95149638802982,659,28,Apollo 13 (1995),3.587171314117874,9.608695652173914,6.89360748191348
28,87.54355508004846,5.76882290562036,62.95149638802982,659,54,Outbreak (1995),2.9079769506234507,8.35576923076923,4.859676865561113
28,87.54355508004846,5.76882290562036,62.95149638802982,659,74,Faster Pussycat! Kill! Kill! (1965),3.7830687830687832,6.142857142857142,4.64777021919879
28,87.54355508004846,5.76882290562036,62.95149638802982,659,941,With Honors (1994),3.7830687830687832,7.260869565217391,5.493673798021624
32,69.01706632907393,29.55461293743372,74.57614624797407,753,631,"Crying Game, The (1992)",3.9583781540135123,8.638655462184873,6.839013012312421
32,69.01706632907393,29.55461293743372,74.57614624797407,753,867,"Whole Wide World, The (1996)",4.478844169246646,10.0,8.957688338493291
32,69.01706632907393,29.55461293743372,74.57614624797407,753,855,Diva (1981),3.9850163556069975,8.90909090909091,7.100574597263377
32,69.01706632907393,29.55461293743372,74.57614624797407,753,1169,Fresh (1994),4.478844169246646,10.0,8.957688338493291
32,69.01706632907393,29.55461293743372,74.57614624797407,753,1485,"Colonel Chabert, Le (1994)",New comer,New comer,New comer
32,69.01706632907393,29.55461293743372,74.57614624797407,753,245,"Devil's Own, The (1997)",3.5021830108322836,7.8625,5.507182784533766
32,69.01706632907393,29.55461293743372,74.57614624797407,753,1138,Best Men (1997),New comer,New comer,New comer
32,69.01706632907393,29.55461293743372,74.57614624797407,753,1449,Pather Panchali (1955),4.478844169246646,10.0,8.957688338493291
32,69.01706632907393,29.55461293743372,74.57614624797407,753,814,"Great Day in Harlem, A (1994)",New comer,New comer,New comer
32,69.01706632907393,29.55461293743372,74.57614624797407,753,1424,I Like It Like That (1994),New comer,New comer,New comer
36,64.36320021772511,18.31389183457052,99.17604468688064,847,1138,Best Men (1997),New comer,New comer,New comer
36,64.36320021772511,18.31389183457052,99.17604468688064,847,4,Get Shorty (1995),2.7475808730808002,8.708133971291867,4.785260467949337
36,64.36320021772511,18.31389183457052,99.17604468688064,847,74,Faster Pussycat! Kill! Kill! (1965),3.0344827586206895,6.142857142857142,3.72807881773399
36,64.36320021772511,18.31389183457052,99.17604468688064,847,170,Cinema Paradiso (1988),3.0344827586206895,9.553719008264464,5.798119122257054
36,64.36320021772511,18.31389183457052,99.17604468688064,847,184,Army of Darkness (1993),3.489305980350596,8.370689655172413,5.841579494690394
36,64.36320021772511,18.31389183457052,99.17604468688064,847,512,Wings of Desire (1987),3.0344827586206895,9.210526315789473,5.589836660617059
36,64.36320021772511,18.31389183457052,99.17604468688064,847,1424,I Like It Like That (1994),New comer,New comer,New comer
36,64.36320021772511,18.31389183457052,99.17604468688064,847,517,Manhattan (1979),2.973876698014629,8.714285714285714,5.183042245111211
36,64.36320021772511,18.31389183457052,99.17604468688064,847,1104,C'est arrivï¿½ prï¿½s de chez vous (1992),New comer,New comer,New comer
36,64.36320021772511,18.31389183457052,99.17604468688064,847,560,"Kid in King Arthur's Court, A (1995)",2.2675980850648587,7.136363636363636,3.236480903228934
